endotype	collection	gene_set	overlap_size	signature_size_in_universe	gene_set_size_in_universe	universe_size	overlap_fraction	fold_enrichment	pvalue	leading_genes	fdr
endotype_2	Reactome 2022	Toll-like Receptor Cascades R-HSA-168898	7	60	27	800	0.11666666666666667	3.4567901234567904	0.0025344696852429766	APOB,CTSB,CTSS,FGA,FGB,FGG,LBP	0.022545647810649137
endotype_2	Reactome 2022	Amyloid Fiber Formation R-HSA-977225	4	60	9	800	0.06666666666666667	5.925925925925926	0.002717555762890744	APOA1,APOE,FGA,TTR	0.022545647810649137
endotype_2	Reactome 2022	Oncogenic MAPK Signaling R-HSA-6802957	4	60	9	800	0.06666666666666667	5.925925925925926	0.002717555762890744	FGA,FGB,FGG,FN1	0.022545647810649137
endotype_2	Reactome 2022	Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496	3	60	5	800	0.05	8.0	0.0036055732819790373	F9,KLKB1,SERPING1	0.027849945350458767
endotype_2	Reactome 2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	4	60	12	800	0.06666666666666667	4.444444444444445	0.008988129176416112	AMBP,APOA1,APOB,APOE	0.06040022806551627
endotype_2	Reactome 2022	Metabolism Of Proteins R-HSA-392499	19	60	152	800	0.31666666666666665	1.6666666666666665	0.010232628978868565	APOA1,APOB,APOE,C3,CTSH,EIF3E,F9,FGA,FGG,FN1,IGFBP3,KLKB1,KNG1,PLG,RPS13,SEC11C,SERPINA1,SERPINC1,TTR	0.06808244231484828
endotype_2	Reactome 2022	Metabolism Of Lipids R-HSA-556833	9	60	52	800	0.15	2.307692307692308	0.011508407530220914	ACSM3,AKR1C3,APOA1,CYP2E1,GPX2,HMGCL,PLPP3,PON3,SCD	0.07365380819341386
endotype_2	Reactome 2022	Immune System R-HSA-168256	20	60	166	800	0.3333333333333333	1.606425702811245	0.01254656705055339	APOB,C3,C5,C8B,CFB,CFI,CTSB,CTSH,CTSS,FGA,FGB,FGG,FN1,GHR,IFNAR1,LBP,SDC1,SERPINA1,SERPING1,TTR	0.07954050054690451
endotype_2	Reactome 2022	IRAK4 Deficiency (TLR2/4) R-HSA-5603041	3	60	8	800	0.05	5.0	0.01713829079127791	FGA,FGB,FGG	0.09518125133668394
endotype_2	Reactome 2022	MyD88 Deficiency (TLR2/4) R-HSA-5602498	3	60	8	800	0.05	5.0	0.01713829079127791	FGA,FGB,FGG	0.09518125133668394
endotype_2	Reactome 2022	Plasma Lipoprotein Clearance R-HSA-8964043	3	60	8	800	0.05	5.0	0.01713829079127791	APOA1,APOB,APOE	0.09518125133668394
endotype_2	Reactome 2022	Biological Oxidations R-HSA-211859	4	60	15	800	0.06666666666666667	3.5555555555555554	0.020886400767511214	ADH6,AKR1A1,CYP2A6,CYP2E1	0.11411106760786616
endotype_2	MSigDB Hallmark 2020	Glycolysis	5	60	23	800	0.08333333333333333	2.898550724637681	0.02358821942496189	AKR1A1,CYB5A,DCN,IGFBP3,SDC1	0.1221067043378868
endotype_2	Reactome 2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	3	60	9	800	0.05	4.444444444444444	0.024348658305471477	APOB,FN1,SDC1	0.1221067043378868
endotype_2	Reactome 2022	Drug ADME R-HSA-9748784	3	60	9	800	0.05	4.444444444444444	0.024348658305471477	CYP2E1,PCK1,PON3	0.1221067043378868
endotype_2	Reactome 2022	Scavenging By Class A Receptors R-HSA-3000480	3	60	9	800	0.05	4.444444444444444	0.024348658305471477	APOA1,APOB,APOE	0.1221067043378868
endotype_2	Reactome 2022	Antigen processing-Cross Presentation R-HSA-1236975	4	60	16	800	0.06666666666666667	3.3333333333333335	0.026310039739722565	CTSS,FGA,FGB,FGG	0.13000254930215854
endotype_2	Reactome 2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	3	60	10	800	0.05	4.0	0.03295109424528777	APOE,PCK1,SCD	0.15593757276643228
endotype_2	Reactome 2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	4	60	18	800	0.06666666666666667	2.962962962962963	0.039496860129217784	CTSS,FGA,FGB,FGG	0.17694593337889566
endotype_2	Reactome 2022	Integrin Cell Surface Interactions R-HSA-216083	4	60	18	800	0.06666666666666667	2.962962962962963	0.039496860129217784	FGA,FGB,FGG,FN1	0.17694593337889566
endotype_2	Reactome 2022	Metabolism Of Carbohydrates R-HSA-71387	4	60	18	800	0.06666666666666667	2.962962962962963	0.039496860129217784	AKR1A1,DCN,PCK1,SDC1	0.17694593337889566
endotype_2	Reactome 2022	Plasma Lipoprotein Remodeling R-HSA-8963899	3	60	11	800	0.05	3.6363636363636367	0.04292828656156205	APOA1,APOB,APOE	0.18374400362655857
endotype_2	Reactome 2022	Translation R-HSA-72766	3	60	11	800	0.05	3.6363636363636367	0.04292828656156205	EIF3E,RPS13,SEC11C	0.18374400362655857
endotype_2	Reactome 2022	GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	DCN,SDC1	0.18766863872318817
endotype_2	Reactome 2022	Initial Triggering Of Complement R-HSA-166663	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	C3,CFB	0.18766863872318817
endotype_2	Reactome 2022	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	RPS13,SEC11C	0.18766863872318817
endotype_2	Reactome 2022	Trafficking And Processing Of Endosomal TLR R-HSA-1679131	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	CTSB,CTSS	0.18766863872318817
endotype_2	Reactome 2022	Adaptive Immune System R-HSA-1280218	7	60	47	800	0.11666666666666667	1.9858156028368794	0.054027885569193086	C3,CTSB,CTSH,CTSS,FGA,FGB,FGG	0.20710456717978618
endotype_2	Reactome 2022	ER-Phagosome Pathway R-HSA-1236974	3	60	12	800	0.05	3.333333333333333	0.05424167235661067	FGA,FGB,FGG	0.20710456717978618
endotype_2	Reactome 2022	Phase I - Functionalization Of Compounds R-HSA-211945	3	60	12	800	0.05	3.333333333333333	0.05424167235661067	ADH6,CYP2A6,CYP2E1	0.20710456717978618
endotype_2	Reactome 2022	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	4	60	21	800	0.06666666666666667	2.5396825396825395	0.06523677532430722	FGA,FGB,FGG,LBP	0.23509379477145229
endotype_2	Reactome 2022	Diseases Associated With TLR Signaling Cascade R-HSA-5602358	3	60	13	800	0.05	3.076923076923077	0.06683571045231712	FGA,FGB,FGG	0.23509379477145229
endotype_2	Reactome 2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	DCN,SDC1	0.23509379477145229
endotype_2	Reactome 2022	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	DCN,SDC1	0.23509379477145229
endotype_2	MSigDB Hallmark 2020	Fatty Acid Metabolism	3	60	14	800	0.05	2.857142857142857	0.08064158102275194	ACSM3,HMGCL,TDO2	0.2750819413567985
endotype_2	Reactome 2022	Post-translational Protein Modification R-HSA-597592	12	60	107	800	0.2	1.4953271028037383	0.08961026630134139	APOA1,APOB,APOE,C3,F9,FGA,FGG,FN1,IGFBP3,KNG1,SERPINA1,SERPINC1	0.29970672766957995
endotype_2	Reactome 2022	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	2	60	7	800	0.03333333333333333	3.8095238095238093	0.09098239947112248	DCN,SDC1	0.29970672766957995
endotype_2	MSigDB Hallmark 2020	Pperoxisome	2	60	7	800	0.03333333333333333	3.8095238095238093	0.09098239947112248	HMGCL,TTR	0.29970672766957995
endotype_2	Reactome 2022	Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	3	60	16	800	0.05	2.5	0.1115658383204481	APOA1,APOB,APOE	0.346791307093212
endotype_2	Reactome 2022	Neutrophil Degranulation R-HSA-6798695	6	60	45	800	0.1	1.7777777777777777	0.11213740174920349	C3,CTSB,CTSH,CTSS,SERPINA1,TTR	0.346791307093212
endotype_2	Reactome 2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	CYP2A6,CYP2E1	0.346791307093212
endotype_2	Reactome 2022	Disorders Of Transmembrane Transporters R-HSA-5619115	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	APOA1,SLC2A2	0.346791307093212
endotype_2	Reactome 2022	Dissolution Of Fibrin Clot R-HSA-75205	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	HRG,PLG	0.346791307093212
endotype_2	MSigDB Hallmark 2020	KRAS Signaling Up	4	60	26	800	0.06666666666666667	2.0512820512820515	0.12327328167336174	ARG1,CFB,CTSS,IGFBP3	0.366547103028757
endotype_2	Reactome 2022	MHC Class II Antigen Presentation R-HSA-2132295	3	60	17	800	0.05	2.3529411764705883	0.12850669990067431	CTSB,CTSH,CTSS	0.3804251204108068
endotype_2	Reactome 2022	RAF/MAP Kinase Cascade R-HSA-5673001	4	60	27	800	0.06666666666666667	1.9753086419753088	0.13691457746471625	FGA,FGB,FGG,FN1	0.3964492935424875
endotype_2	Reactome 2022	Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	2	60	9	800	0.03333333333333333	2.962962962962963	0.14166808638124187	AOX1,CYB5A	0.3964492935424875
endotype_2	MSigDB Hallmark 2020	heme Metabolism	2	60	9	800	0.03333333333333333	2.962962962962963	0.14166808638124187	C3,CTSB	0.3964492935424875
endotype_2	Reactome 2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	3	60	18	800	0.05	2.222222222222222	0.14630866785496563	FGA,FGB,FGG	0.3964492935424875
endotype_2	Reactome 2022	MAPK1/MAPK3 Signaling R-HSA-5684996	4	60	29	800	0.06666666666666667	1.8390804597701151	0.16593563030682332	FGA,FGB,FGG,FN1	0.43307407911082
endotype_2	Reactome 2022	Glycosaminoglycan Metabolism R-HSA-1630316	2	60	10	800	0.03333333333333333	2.6666666666666665	0.16884733441523042	DCN,SDC1	0.43307407911082
endotype_2	Reactome 2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	2	60	10	800	0.03333333333333333	2.6666666666666665	0.16884733441523042	RPS13,TDO2	0.43307407911082
endotype_2	Reactome 2022	Signaling By Nuclear Receptors R-HSA-9006931	4	60	30	800	0.06666666666666667	1.7777777777777777	0.1812302213342937	AKR1C3,APOE,PCK1,SCD	0.46306733359941205
endotype_2	Reactome 2022	SARS-CoV-2 Infection R-HSA-9694516	3	60	20	800	0.05	2.0	0.18411339257430204	IFNAR1,RPS13,SDC1	0.4686522720073143
endotype_2	Reactome 2022	Heme Signaling R-HSA-9707616	2	60	11	800	0.03333333333333333	2.4242424242424243	0.19682934504937896	APOA1,APOB	0.48628426423964216
endotype_2	Reactome 2022	Protein Localization R-HSA-9609507	2	60	11	800	0.03333333333333333	2.4242424242424243	0.19682934504937896	CYB5A,HMGCL	0.48628426423964216
endotype_2	Reactome 2022	Disease R-HSA-1643685	15	60	161	800	0.25	1.2422360248447206	0.20560257613526975	APOA1,C3,DCN,F9,FGA,FGB,FGG,FN1,IFNAR1,KLKB1,RPS13,SDC1,SERPING1,SLC2A2,TTR	0.5005975766771785
endotype_2	Reactome 2022	G Alpha (I) Signaling Events R-HSA-418594	3	60	22	800	0.05	1.8181818181818183	0.2242221699391377	C3,C5,KNG1	0.5369968194435842
endotype_2	MSigDB Hallmark 2020	Bile Acid Metabolism	2	60	12	800	0.03333333333333333	2.2222222222222223	0.22534687958793267	APOA1,TTR	0.5369968194435842
endotype_2	Reactome 2022	SARS-CoV-2-host Interactions R-HSA-9705683	2	60	12	800	0.03333333333333333	2.2222222222222223	0.22534687958793267	IFNAR1,RPS13	0.5369968194435842
endotype_2	Reactome 2022	Vesicle-mediated Transport R-HSA-5653656	5	60	44	800	0.08333333333333333	1.5151515151515151	0.22804136151145493	AMBP,APOA1,APOB,APOE,SERPINA1	0.5414975086067056
endotype_2	Reactome 2022	MAPK Family Signaling Cascades R-HSA-5683057	4	60	34	800	0.06666666666666667	1.5686274509803924	0.24658562380056878	FGA,FGB,FGG,FN1	0.5733755681452671
endotype_2	Reactome 2022	Metabolism Of Steroids R-HSA-8957322	2	60	14	800	0.03333333333333333	1.9047619047619047	0.28308801068059325	AKR1C3,SCD	0.6184349637858445
endotype_2	Reactome 2022	Non-integrin membrane-ECM Interactions R-HSA-3000171	2	60	14	800	0.03333333333333333	1.9047619047619047	0.28308801068059325	SDC1,TTR	0.6184349637858445
endotype_2	Reactome 2022	Peptide Ligand-Binding Receptors R-HSA-375276	3	60	25	800	0.05	1.6	0.28713451492416653	C3,C5,KNG1	0.6184349637858445
endotype_2	Reactome 2022	Extracellular Matrix Organization R-HSA-1474244	11	60	123	800	0.18333333333333332	1.1924119241192412	0.30769417780960834	CTSB,CTSS,DCN,FGA,FGB,FGG,FN1,KLKB1,PLG,SDC1,TTR	0.6184349637858445
endotype_2	Reactome 2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	AKR1C3	0.6184349637858445
endotype_2	Reactome 2022	Early SARS-CoV-2 Infection Events R-HSA-9772572	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	SDC1	0.6184349637858445
endotype_2	Reactome 2022	Gamma-carboxylation Of Protein Precursors R-HSA-159740	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	F9	0.6184349637858445
endotype_2	Reactome 2022	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	C3	0.6184349637858445
endotype_2	Reactome 2022	Interferon Alpha/Beta Signaling R-HSA-909733	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	IFNAR1	0.6184349637858445
endotype_2	Reactome 2022	LDL Clearance R-HSA-8964038	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	APOB	0.6184349637858445
endotype_2	Reactome 2022	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	FN1	0.6184349637858445
endotype_2	Reactome 2022	Nuclear Signaling By ERBB4 R-HSA-1251985	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	APOE	0.6184349637858445
endotype_2	Reactome 2022	Regulation Of Insulin Secretion R-HSA-422356	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	SLC2A2	0.6184349637858445
endotype_2	Reactome 2022	Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	F9	0.6184349637858445
endotype_2	Reactome 2022	Synthesis Of Bile Acids And Bile Salts R-HSA-192105	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	AKR1C3	0.6184349637858445
endotype_2	Reactome 2022	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	AKR1C3	0.6184349637858445
endotype_2	Reactome 2022	Synthesis, Secretion, And Deacylation Of Ghrelin R-HSA-422085	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	SEC11C	0.6184349637858445
endotype_2	Reactome 2022	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	1	60	5	800	0.016666666666666666	2.6666666666666665	0.32350159754082997	APOE	0.6184349637858445
endotype_2	Reactome 2022	Transcriptional Regulation By TP53 R-HSA-3700989	2	60	16	800	0.03333333333333333	1.6666666666666667	0.3405595534738502	GPX2,IGFBP3	0.6184349637858445
endotype_2	Reactome 2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	3	60	28	800	0.05	1.4285714285714286	0.3514137741281604	C3,C5,KNG1	0.6184349637858445
endotype_2	MSigDB Hallmark 2020	Adipogenesis	2	60	17	800	0.03333333333333333	1.5686274509803924	0.3688332672836068	APOE,C3	0.6184349637858445
endotype_2	MSigDB Hallmark 2020	Hypoxia	3	60	29	800	0.05	1.3793103448275863	0.37281509841523774	DCN,IGFBP3,PCK1	0.6184349637858445
endotype_2	Reactome 2022	SARS-CoV Infections R-HSA-9679506	3	60	29	800	0.05	1.3793103448275863	0.37281509841523774	IFNAR1,RPS13,SDC1	0.6184349637858445
endotype_2	Reactome 2022	ABC Transporter Disorders R-HSA-5619084	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	APOA1	0.6184349637858445
endotype_2	Reactome 2022	COPII-mediated Vesicle Transport R-HSA-204005	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	SERPINA1	0.6184349637858445
endotype_2	Reactome 2022	Cargo Concentration In ER R-HSA-5694530	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	SERPINA1	0.6184349637858445
endotype_2	MSigDB Hallmark 2020	DNA Repair	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	MPC2	0.6184349637858445
endotype_2	Reactome 2022	Digestion And Absorption R-HSA-8963743	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	SLC2A2	0.6184349637858445
endotype_2	Reactome 2022	Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	F9	0.6184349637858445
endotype_2	Reactome 2022	Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	F9	0.6184349637858445
endotype_2	Reactome 2022	Glucose Metabolism R-HSA-70326	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	PCK1	0.6184349637858445
endotype_2	Reactome 2022	Growth Hormone Receptor Signaling R-HSA-982772	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	GHR	0.6184349637858445
endotype_2	Reactome 2022	Muscle Contraction R-HSA-397014	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	TTR	0.6184349637858445
endotype_2	MSigDB Hallmark 2020	Pancreas Beta Cells	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	SLC2A2	0.6184349637858445
endotype_2	Reactome 2022	Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	MPC2	0.6184349637858445
endotype_2	Reactome 2022	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	FN1	0.6184349637858445
endotype_2	Reactome 2022	Signaling By Retinoic Acid R-HSA-5362517	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	AKR1C3	0.6184349637858445
endotype_2	Reactome 2022	Sphingolipid Metabolism R-HSA-428157	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	PLPP3	0.6184349637858445
endotype_2	MSigDB Hallmark 2020	p53 Pathway	3	60	30	800	0.05	1.3333333333333333	0.3941023069797874	GPX2,HINT1,SDC1	0.6459432933912612
endotype_2	Reactome 2022	ABC-family Proteins Mediated Transport R-HSA-382556	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	APOA1	0.6607540945537205
endotype_2	Reactome 2022	Cellular Response To Starvation R-HSA-9711097	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	RPS13	0.6607540945537205
endotype_2	Reactome 2022	NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	APOE	0.6607540945537205
endotype_2	Reactome 2022	Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	RPS13	0.6607540945537205
endotype_2	Reactome 2022	Signaling By ERBB4 R-HSA-1236394	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	APOE	0.6607540945537205
endotype_2	Reactome 2022	Transport Of Small Molecules R-HSA-382551	4	60	45	800	0.06666666666666667	1.1851851851851851	0.4412975801593784	APOA1,APOB,APOE,SLC2A2	0.6786572047472851
endotype_2	MSigDB Hallmark 2020	Myogenesis	2	60	20	800	0.03333333333333333	1.3333333333333333	0.45056098296222147	IGFBP3,SCD	0.6786572047472851
endotype_2	Reactome 2022	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	SCD	0.6786572047472851
endotype_2	MSigDB Hallmark 2020	Androgen Response	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	SCD	0.6786572047472851
endotype_2	Reactome 2022	FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes R-HSA-9615017	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	PCK1	0.6786572047472851
endotype_2	Reactome 2022	Integration Of Energy Metabolism R-HSA-163685	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	SLC2A2	0.6786572047472851
endotype_2	Reactome 2022	RHO GTPase Effectors R-HSA-195258	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	KLKB1	0.6786572047472851
endotype_2	Reactome 2022	Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	SCD	0.6786572047472851
endotype_2	Reactome 2022	TP53 Regulates Metabolic Genes R-HSA-5628897	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	GPX2	0.6786572047472851
endotype_2	Reactome 2022	Cellular Responses To Stimuli R-HSA-8953897	4	60	47	800	0.06666666666666667	1.1347517730496455	0.4761802522371398	APOA1,APOB,GPX2,RPS13	0.6850743452353242
endotype_2	Reactome 2022	Cellular Responses To Stress R-HSA-2262752	4	60	47	800	0.06666666666666667	1.1347517730496455	0.4761802522371398	APOA1,APOB,GPX2,RPS13	0.6850743452353242
endotype_2	Reactome 2022	GPCR Downstream Signaling R-HSA-388396	3	60	34	800	0.05	1.1764705882352942	0.4771053475746007	C3,C5,KNG1	0.6850743452353242
endotype_2	Reactome 2022	GPCR Ligand Binding R-HSA-500792	3	60	34	800	0.05	1.1764705882352942	0.4771053475746007	C3,C5,KNG1	0.6850743452353242
endotype_2	Reactome 2022	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	1	60	9	800	0.016666666666666666	1.4814814814814814	0.5060542761250545	IFNAR1	0.7114403212469385
endotype_2	Reactome 2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	4	60	50	800	0.06666666666666667	1.0666666666666667	0.5269845065869091	FGA,FGB,FGG,FN1	0.7261363655474552
endotype_2	Reactome 2022	ER To Golgi Anterograde Transport R-HSA-199977	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	SERPINA1	0.7261363655474552
endotype_2	Reactome 2022	SLC-mediated Transmembrane Transport R-HSA-425407	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	SLC2A2	0.7261363655474552
endotype_2	MSigDB Hallmark 2020	Interferon Gamma Response	2	60	24	800	0.03333333333333333	1.1111111111111112	0.5498775268608017	CFB,SERPING1	0.7302721305345035
endotype_2	Reactome 2022	Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	APOB	0.7331024888114884
endotype_2	Reactome 2022	Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	C3	0.7331024888114884
endotype_2	Reactome 2022	FOXO-mediated Transcription R-HSA-9614085	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	PCK1	0.7331024888114884
endotype_2	Reactome 2022	Signaling By ROBO Receptors R-HSA-376176	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	RPS13	0.7331024888114884
endotype_2	Reactome 2022	Transport To Golgi And Subsequent Modification R-HSA-948021	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	SERPINA1	0.7331024888114884
endotype_2	MSigDB Hallmark 2020	IL-6/JAK/STAT3 Signaling	2	60	26	800	0.03333333333333333	1.0256410256410258	0.5947428307924785	A2M,IFNAR1	0.7498446196858266
endotype_2	MSigDB Hallmark 2020	Cholesterol Homeostasis	1	60	12	800	0.016666666666666666	1.1111111111111112	0.6102676847616304	SCD	0.7594442299255845
endotype_2	Reactome 2022	Clathrin-mediated Endocytosis R-HSA-8856828	1	60	12	800	0.016666666666666666	1.1111111111111112	0.6102676847616304	APOB	0.7594442299255845
endotype_2	Reactome 2022	Potential Therapeutics For SARS R-HSA-9679191	1	60	12	800	0.016666666666666666	1.1111111111111112	0.6102676847616304	IFNAR1	0.7594442299255845
endotype_2	Reactome 2022	Degradation Of Extracellular Matrix R-HSA-1474228	5	60	70	800	0.08333333333333333	0.9523809523809523	0.6196775173183289	CTSB,CTSS,DCN,KLKB1,PLG	0.7683086561585184
endotype_2	Reactome 2022	Signaling By GPCR R-HSA-372790	3	60	42	800	0.05	0.9523809523809524	0.6255141110271711	C3,C5,KNG1	0.7726939018570937
endotype_2	Reactome 2022	Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	1	60	13	800	0.016666666666666666	1.0256410256410258	0.6399427341452629	MPC2	0.783317882232453
endotype_2	Reactome 2022	G Alpha (Q) Signaling Events R-HSA-416476	1	60	13	800	0.016666666666666666	1.0256410256410258	0.6399427341452629	KNG1	0.783317882232453
endotype_2	Reactome 2022	Cellular Response To Chemical Stress R-HSA-9711123	1	60	14	800	0.016666666666666666	0.9523809523809523	0.667393097488699	GPX2	0.8037422249326267
endotype_2	Reactome 2022	Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	2	60	31	800	0.03333333333333333	0.8602150537634408	0.6923598967401585	CTSB,CTSS	0.8225267383675601
endotype_2	Reactome 2022	Asparagine N-linked Glycosylation R-HSA-446203	1	60	15	800	0.016666666666666666	0.8888888888888888	0.692782937375058	SERPINA1	0.8225267383675601
endotype_2	MSigDB Hallmark 2020	Oxidative Phosphorylation	1	60	15	800	0.016666666666666666	0.8888888888888888	0.692782937375058	CYB5A	0.8225267383675601
endotype_2	MSigDB Hallmark 2020	Epithelial Mesenchymal Transition	4	60	62	800	0.06666666666666667	0.8602150537634408	0.7031835115577192	DCN,FN1,IGFBP3,SDC1	0.8275644829540934
endotype_2	Reactome 2022	Diseases Of Glycosylation R-HSA-3781865	2	60	32	800	0.03333333333333333	0.8333333333333334	0.7094422792024673	DCN,SDC1	0.8313121615109033
endotype_2	Reactome 2022	ECM Proteoglycans R-HSA-3000178	1	60	16	800	0.016666666666666666	0.8333333333333334	0.7162644963018051	DCN	0.8313121615109033
endotype_2	MSigDB Hallmark 2020	KRAS Signaling Dn	1	60	16	800	0.016666666666666666	0.8333333333333334	0.7162644963018051	C5	0.8313121615109033
endotype_2	Reactome 2022	Peptide Hormone Metabolism R-HSA-2980736	1	60	16	800	0.016666666666666666	0.8333333333333334	0.7162644963018051	SEC11C	0.8313121615109033
