feature	method	k	or_pooled	ci_lower	ci_upper	prediction_interval_lower	prediction_interval_upper	I2_percent	tau2	Q
endotype_1	REML_HKSJ	6	1.5289601739338716	1.0847650630423633	2.1550465562740935	0.8130302991325072	2.8753162286451204	26.415200309062016	0.04253757878271639	6.794881580163835
endotype_2	REML_HKSJ	6	0.8028208185621919	0.5193443451786086	1.241028756162175	0.4115348900447581	1.5661400340728597	45.59745718178069	0.038866460065653675	9.190746867673084
endotype_3	REML_HKSJ	6	0.6624675867973688	0.4670072548642815	0.9397355158533219	0.405624590259817	1.0819445223378144	31.15895749280515	0.017917071032131523	7.263109066771367
