dataset_id	sample_id	signature	score
GSE89632	GSM2385721	Fibrosis signature	3.7341945830834624
GSE89632	GSM2385721	NAFL signature	-0.3016019507081401
GSE89632	GSM2385721	Liver aging signature	-0.0404048061024354
GSE89632	GSM2385721	HSC TGF-beta signature	2.6543751213181523
GSE89632	GSM2385721	Hepatocytes	-1.5852681896943022
GSE89632	GSM2385721	Cholangiocytes	2.553805606943848
GSE89632	GSM2385721	B cells	-0.3877047070260451
GSE89632	GSM2385721	CD4 T-cell signature	2.3945850271371434
GSE89632	GSM2385721	CD8 T-cell signature	1.1386669035800991
GSE89632	GSM2385721	Endothelial cells	0.8101966412264096
GSE89632	GSM2385721	Kupffer cells	-2.229167962049092
GSE89632	GSM2385721	Macrophages	0.44249327217189094
GSE89632	GSM2385721	Monocytes	-0.5738709040160227
GSE89632	GSM2385721	NK cells	0.9392588907627062
GSE89632	GSM2385721	CD14+Monocytes	0.6529961691146107
GSE89632	GSM2385721	CD16+Monocytes	1.064281605679105
GSE89632	GSM2385721	Macrophages C0	0.43106669257894636
GSE89632	GSM2385721	Macrophages C1	2.2443770017880618
GSE89632	GSM2385721	Macrophages C2	0.1775836356304797
GSE89632	GSM2385721	Profibrotic Macrophages	-0.6841521858119047
GSE89632	GSM2385722	NASH signature	-0.5864969655959205
GSE89632	GSM2385722	Fibrosis signature	-0.2845994801590256
GSE89632	GSM2385722	NAFL signature	0.6820056034271055
GSE89632	GSM2385722	Liver aging signature	-0.32894777882527904
GSE89632	GSM2385722	HSC TGF-beta signature	0.2524976581169638
GSE89632	GSM2385722	Hepatocytes	0.7035930740531336
GSE89632	GSM2385722	Cholangiocytes	0.7684429962336695
GSE89632	GSM2385722	B cells	0.09265406103515471
GSE89632	GSM2385722	CD4 T-cell signature	-0.6925611291403609
GSE89632	GSM2385722	CD8 T-cell signature	-0.32859657421325716
GSE89632	GSM2385722	Endothelial cells	0.2073149735832935
GSE89632	GSM2385722	Kupffer cells	0.3783377169410297
GSE89632	GSM2385722	Macrophages	-0.038681678511679043
GSE89632	GSM2385722	Monocytes	-0.42619496065877077
GSE89632	GSM2385722	NK cells	-0.4972600188338081
GSE89632	GSM2385722	CD14+Monocytes	-0.9771160806740704
GSE89632	GSM2385722	CD16+Monocytes	-0.5369751664079951
GSE89632	GSM2385722	Macrophages C0	-0.21306893417535464
GSE89632	GSM2385722	Macrophages C1	-0.26901837103626336
GSE89632	GSM2385722	Macrophages C2	-0.6335794667338287
GSE89632	GSM2385722	Profibrotic Macrophages	0.6968892309561673
GSE89632	GSM2385723	NASH signature	-0.053855923848708555
GSE89632	GSM2385723	Fibrosis signature	0.2054141088915752
GSE89632	GSM2385723	NAFL signature	0.8551556629440566
GSE89632	GSM2385723	Liver aging signature	-0.3437238348719058
GSE89632	GSM2385723	HSC TGF-beta signature	-0.4343379170897593
GSE89632	GSM2385723	Hepatocytes	-0.664329924032118
GSE89632	GSM2385723	Cholangiocytes	0.5043065082783832
GSE89632	GSM2385723	B cells	0.15268048644951737
GSE89632	GSM2385723	CD4 T-cell signature	0.11098023499006729
GSE89632	GSM2385723	CD8 T-cell signature	-0.17761262618799264
GSE89632	GSM2385723	Endothelial cells	-0.7574788480868717
GSE89632	GSM2385723	Kupffer cells	-0.8718986361425352
GSE89632	GSM2385723	Macrophages	-1.0608517873461056
GSE89632	GSM2385723	Monocytes	-0.3337360084685278
GSE89632	GSM2385723	NK cells	0.007622579669007284
GSE89632	GSM2385723	CD14+Monocytes	-0.17097128652338736
GSE89632	GSM2385723	CD16+Monocytes	0.15193547227084117
GSE89632	GSM2385723	Macrophages C0	-0.18182063784987929
GSE89632	GSM2385723	Macrophages C1	-0.16793513469267807
GSE89632	GSM2385723	Macrophages C2	-0.331108367394336
GSE89632	GSM2385723	Profibrotic Macrophages	0.4354288522669388
GSE89632	GSM2385724	NASH signature	-0.7556502632749097
GSE89632	GSM2385724	Fibrosis signature	-0.3434719326833106
GSE89632	GSM2385724	NAFL signature	0.7821757912520627
GSE89632	GSM2385724	Liver aging signature	-0.512375941057883
GSE89632	GSM2385724	HSC TGF-beta signature	0.17186388663948557
GSE89632	GSM2385724	Hepatocytes	0.45519143363086767
GSE89632	GSM2385724	Cholangiocytes	-0.3991769160142046
GSE89632	GSM2385724	B cells	0.20361832521486392
GSE89632	GSM2385724	CD4 T-cell signature	0.7018172686424008
GSE89632	GSM2385724	CD8 T-cell signature	1.3684781749802382
GSE89632	GSM2385724	Endothelial cells	-0.35395998280581137
GSE89632	GSM2385724	Kupffer cells	-0.123034739419924
GSE89632	GSM2385724	Macrophages	-0.18263232028490844
GSE89632	GSM2385724	Monocytes	-0.5982907206426228
GSE89632	GSM2385724	NK cells	1.799528079139965
GSE89632	GSM2385724	CD14+Monocytes	-0.7272326272084151
GSE89632	GSM2385724	CD16+Monocytes	0.35027283637616347
GSE89632	GSM2385724	Macrophages C0	0.28485130339995157
GSE89632	GSM2385724	Macrophages C1	0.05427455179090316
GSE89632	GSM2385724	Macrophages C2	-1.128430603101923
GSE89632	GSM2385724	Profibrotic Macrophages	0.6671781649843647
GSE89632	GSM2385725	NASH signature	-0.18238677937459222
GSE89632	GSM2385725	Fibrosis signature	0.13266435910869245
GSE89632	GSM2385725	NAFL signature	0.9924968595780581
GSE89632	GSM2385725	Liver aging signature	-1.0596650380522998
GSE89632	GSM2385725	HSC TGF-beta signature	0.7346742993521651
GSE89632	GSM2385725	Hepatocytes	0.11377411956424237
GSE89632	GSM2385725	Cholangiocytes	0.11039997500604704
GSE89632	GSM2385725	B cells	1.0592534408897845
GSE89632	GSM2385725	CD4 T-cell signature	0.9528117587163764
GSE89632	GSM2385725	CD8 T-cell signature	0.5422584870663835
GSE89632	GSM2385725	Endothelial cells	-0.6232384065810218
GSE89632	GSM2385725	Kupffer cells	-0.7744504071017931
GSE89632	GSM2385725	Macrophages	-0.5192584422568753
GSE89632	GSM2385725	Monocytes	-0.6874299066723778
GSE89632	GSM2385725	NK cells	0.8101641798482371
GSE89632	GSM2385725	CD14+Monocytes	-1.1283975345651267
GSE89632	GSM2385725	CD16+Monocytes	0.6402020079407871
GSE89632	GSM2385725	Macrophages C0	0.053649604159341745
GSE89632	GSM2385725	Macrophages C1	-0.2335668936511009
GSE89632	GSM2385725	Macrophages C2	-1.034187404737215
GSE89632	GSM2385725	Profibrotic Macrophages	0.48378290091225856
GSE89632	GSM2385726	NASH signature	0.03547939218363613
GSE89632	GSM2385726	Fibrosis signature	0.2179112328685841
GSE89632	GSM2385726	NAFL signature	0.6593650437579721
GSE89632	GSM2385726	Liver aging signature	0.38250152264297044
GSE89632	GSM2385726	HSC TGF-beta signature	0.7953354122527815
GSE89632	GSM2385726	Hepatocytes	-1.114455132595163
GSE89632	GSM2385726	Cholangiocytes	0.03236054507775679
GSE89632	GSM2385726	B cells	2.151654715898667
GSE89632	GSM2385726	CD4 T-cell signature	1.8899704420393786
GSE89632	GSM2385726	CD8 T-cell signature	2.5427849935878073
GSE89632	GSM2385726	Endothelial cells	1.2675320378936508
GSE89632	GSM2385726	Kupffer cells	1.0089471774673417
GSE89632	GSM2385726	Macrophages	1.9574429277473664
GSE89632	GSM2385726	Monocytes	0.911569436021353
GSE89632	GSM2385726	NK cells	2.5816708250826244
GSE89632	GSM2385726	CD14+Monocytes	0.9932369588332328
GSE89632	GSM2385726	CD16+Monocytes	1.192789020081071
GSE89632	GSM2385726	Macrophages C0	1.4579261305545639
GSE89632	GSM2385726	Macrophages C1	1.5020108431624086
GSE89632	GSM2385726	Macrophages C2	1.7109050228228206
GSE89632	GSM2385726	Profibrotic Macrophages	0.27006307021854514
GSE89632	GSM2385727	NASH signature	-0.17788208867695493
GSE89632	GSM2385727	Fibrosis signature	0.3208477606210364
GSE89632	GSM2385727	NAFL signature	0.834548441327215
GSE89632	GSM2385727	Liver aging signature	-3.0874466952766446
GSE89632	GSM2385727	HSC TGF-beta signature	1.3413273774400813
GSE89632	GSM2385727	Hepatocytes	1.308135276436193
GSE89632	GSM2385727	Cholangiocytes	0.8540964137155286
GSE89632	GSM2385727	B cells	-1.6565953732197984
GSE89632	GSM2385727	CD4 T-cell signature	0.33733143738472054
GSE89632	GSM2385727	CD8 T-cell signature	-0.23147304290275938
GSE89632	GSM2385727	Endothelial cells	-0.19181722209024976
GSE89632	GSM2385727	Kupffer cells	-1.8477801369474032
GSE89632	GSM2385727	Macrophages	-2.2887118227020182
GSE89632	GSM2385727	Monocytes	-1.9687161609142303
GSE89632	GSM2385727	NK cells	-0.5876413190266752
GSE89632	GSM2385727	CD14+Monocytes	-1.483404072097678
GSE89632	GSM2385727	CD16+Monocytes	0.2619875025277245
GSE89632	GSM2385727	Macrophages C0	-0.2872930219970398
GSE89632	GSM2385727	Macrophages C1	-0.18338758400351624
GSE89632	GSM2385727	Macrophages C2	-2.700784576463151
GSE89632	GSM2385727	Profibrotic Macrophages	0.1716951026273335
GSE89632	GSM2385728	NASH signature	1.5138499503177947
GSE89632	GSM2385728	Fibrosis signature	1.9787504062801518
GSE89632	GSM2385728	NAFL signature	0.4530898512124105
GSE89632	GSM2385728	Liver aging signature	1.0684002170002174
GSE89632	GSM2385728	HSC TGF-beta signature	0.9744735034576472
GSE89632	GSM2385728	Hepatocytes	0.3989336986970347
GSE89632	GSM2385728	Cholangiocytes	2.3742440894236543
GSE89632	GSM2385728	B cells	1.5992630485534343
GSE89632	GSM2385728	CD4 T-cell signature	1.800047474489193
GSE89632	GSM2385728	CD8 T-cell signature	1.7847927796012513
GSE89632	GSM2385728	Endothelial cells	1.0918912510979766
GSE89632	GSM2385728	Kupffer cells	1.1884767270523489
GSE89632	GSM2385728	Macrophages	1.1235270766362
GSE89632	GSM2385728	Monocytes	1.0529514202313561
GSE89632	GSM2385728	NK cells	1.3971306692031755
GSE89632	GSM2385728	CD14+Monocytes	1.13478740778487
GSE89632	GSM2385728	CD16+Monocytes	1.9182435363632009
GSE89632	GSM2385728	Macrophages C0	1.526977939569975
GSE89632	GSM2385728	Macrophages C1	1.234147742376984
GSE89632	GSM2385728	Macrophages C2	0.7322859168060606
GSE89632	GSM2385728	Profibrotic Macrophages	1.6970675493156737
GSE89632	GSM2385729	NASH signature	1.0035862680957583
GSE89632	GSM2385729	Fibrosis signature	0.9654359623084917
GSE89632	GSM2385729	NAFL signature	0.8846113466620136
GSE89632	GSM2385729	Liver aging signature	-0.588846150899796
GSE89632	GSM2385729	HSC TGF-beta signature	1.7604191183866467
GSE89632	GSM2385729	Hepatocytes	0.3362294727615812
GSE89632	GSM2385729	Cholangiocytes	1.0959375748894284
GSE89632	GSM2385729	B cells	-0.0334630233574918
GSE89632	GSM2385729	CD4 T-cell signature	0.6740619994185669
GSE89632	GSM2385729	CD8 T-cell signature	0.9150273941035589
GSE89632	GSM2385729	Endothelial cells	1.3531334611248285
GSE89632	GSM2385729	Kupffer cells	0.40122004242787074
GSE89632	GSM2385729	Macrophages	1.7515529671292602
GSE89632	GSM2385729	Monocytes	0.4972118957600568
GSE89632	GSM2385729	NK cells	1.2506020125291082
GSE89632	GSM2385729	CD14+Monocytes	0.976223948560287
GSE89632	GSM2385729	CD16+Monocytes	0.6198443735197073
GSE89632	GSM2385729	Macrophages C0	1.5020279840753106
GSE89632	GSM2385729	Macrophages C1	2.011441912882287
GSE89632	GSM2385729	Macrophages C2	1.4330862263399111
GSE89632	GSM2385729	Profibrotic Macrophages	1.4623014897788966
GSE89632	GSM2385730	NASH signature	0.2609237508659213
GSE89632	GSM2385730	Fibrosis signature	0.7312650286351375
GSE89632	GSM2385730	NAFL signature	0.3868389893640117
GSE89632	GSM2385730	Liver aging signature	-0.057607082066800916
GSE89632	GSM2385730	HSC TGF-beta signature	0.11146175116213554
GSE89632	GSM2385730	Hepatocytes	-0.397758642400119
GSE89632	GSM2385730	Cholangiocytes	0.746664795339225
GSE89632	GSM2385730	B cells	0.49315375759121627
GSE89632	GSM2385730	CD4 T-cell signature	0.709834867543069
GSE89632	GSM2385730	CD8 T-cell signature	0.6599238492434142
GSE89632	GSM2385730	Endothelial cells	0.9623708656006486
GSE89632	GSM2385730	Kupffer cells	-0.028808346363455438
GSE89632	GSM2385730	Macrophages	-0.11746799542236468
GSE89632	GSM2385730	Monocytes	-0.29652146510896904
GSE89632	GSM2385730	NK cells	0.43519367159103267
GSE89632	GSM2385730	CD14+Monocytes	-0.1857896558311731
GSE89632	GSM2385730	CD16+Monocytes	0.352708247744783
GSE89632	GSM2385730	Macrophages C0	0.11650455812342399
GSE89632	GSM2385730	Macrophages C1	0.7390355542292739
GSE89632	GSM2385730	Macrophages C2	-0.06983548928742936
GSE89632	GSM2385730	Profibrotic Macrophages	0.06241396376318069
GSE89632	GSM2385731	NASH signature	0.3862857889031378
GSE89632	GSM2385731	Fibrosis signature	0.12067209248582686
GSE89632	GSM2385731	NAFL signature	0.6964067013565143
GSE89632	GSM2385731	Liver aging signature	-0.5887664725968664
GSE89632	GSM2385731	HSC TGF-beta signature	-1.7484264615666338
GSE89632	GSM2385731	Hepatocytes	-0.40487215442274854
GSE89632	GSM2385731	Cholangiocytes	-1.2618489297718132
GSE89632	GSM2385731	B cells	-0.6302053727475595
GSE89632	GSM2385731	CD4 T-cell signature	0.1714608532871301
GSE89632	GSM2385731	CD8 T-cell signature	-0.34045223838331873
GSE89632	GSM2385731	Endothelial cells	-2.760327037461468
GSE89632	GSM2385731	Kupffer cells	-1.312122465506364
GSE89632	GSM2385731	Macrophages	-1.0479445617262237
GSE89632	GSM2385731	Monocytes	-1.5123256147871076
GSE89632	GSM2385731	NK cells	-0.2774357508627422
GSE89632	GSM2385731	CD14+Monocytes	-1.3512735750671832
GSE89632	GSM2385731	CD16+Monocytes	-1.0800946559152873
GSE89632	GSM2385731	Macrophages C0	-1.546354305948638
GSE89632	GSM2385731	Macrophages C1	-0.4951919057790988
GSE89632	GSM2385731	Macrophages C2	-0.4917844126171583
GSE89632	GSM2385731	Profibrotic Macrophages	-0.7308540705169678
GSE89632	GSM2385732	NASH signature	0.5141279356895141
GSE89632	GSM2385732	Fibrosis signature	0.7437754633275437
GSE89632	GSM2385732	NAFL signature	0.911800452248743
GSE89632	GSM2385732	Liver aging signature	0.1322287926630104
GSE89632	GSM2385732	HSC TGF-beta signature	0.9917929819304485
GSE89632	GSM2385732	Hepatocytes	0.009165198655077339
GSE89632	GSM2385732	Cholangiocytes	0.7113956792595083
GSE89632	GSM2385732	B cells	1.388523456702341
GSE89632	GSM2385732	CD4 T-cell signature	-0.11536710723199013
GSE89632	GSM2385732	CD8 T-cell signature	-0.14924243224736825
GSE89632	GSM2385732	Endothelial cells	1.6065397680553732
GSE89632	GSM2385732	Kupffer cells	0.8780757971484627
GSE89632	GSM2385732	Macrophages	0.5037875475405703
GSE89632	GSM2385732	Monocytes	-0.006413651142080142
GSE89632	GSM2385732	NK cells	0.25211468628603784
GSE89632	GSM2385732	CD14+Monocytes	-0.35555259355153657
GSE89632	GSM2385732	CD16+Monocytes	0.7011271655217867
GSE89632	GSM2385732	Macrophages C0	0.47796701611641745
GSE89632	GSM2385732	Macrophages C1	1.452404809479787
GSE89632	GSM2385732	Macrophages C2	-0.1301538594229886
GSE89632	GSM2385732	Profibrotic Macrophages	0.7796578388167117
GSE89632	GSM2385733	NASH signature	-1.4381446905085422
GSE89632	GSM2385733	Fibrosis signature	-1.3150533583179096
GSE89632	GSM2385733	NAFL signature	0.6876648578107687
GSE89632	GSM2385733	Liver aging signature	-1.8920958875153042
GSE89632	GSM2385733	HSC TGF-beta signature	-0.5392727682723288
GSE89632	GSM2385733	Hepatocytes	-0.03822167975521396
GSE89632	GSM2385733	Cholangiocytes	-1.4352513021530877
GSE89632	GSM2385733	B cells	-0.6211188921720142
GSE89632	GSM2385733	CD4 T-cell signature	-1.0753304087593814
GSE89632	GSM2385733	CD8 T-cell signature	-1.0443267176801578
GSE89632	GSM2385733	Endothelial cells	-1.5127407420383956
GSE89632	GSM2385733	Kupffer cells	-1.024845459420764
GSE89632	GSM2385733	Macrophages	-1.94008428886956
GSE89632	GSM2385733	Monocytes	-1.6344965392100204
GSE89632	GSM2385733	NK cells	-0.7052022817192495
GSE89632	GSM2385733	CD14+Monocytes	-1.5858308818786337
GSE89632	GSM2385733	CD16+Monocytes	-0.8968572663131527
GSE89632	GSM2385733	Macrophages C0	-1.1865881107449525
GSE89632	GSM2385733	Macrophages C1	-1.94811521143392
GSE89632	GSM2385733	Macrophages C2	-1.9565392780023787
GSE89632	GSM2385733	Profibrotic Macrophages	-1.2989417916958825
GSE89632	GSM2385734	NASH signature	-1.7264853110150382
GSE89632	GSM2385734	Fibrosis signature	-1.6381854281963293
GSE89632	GSM2385734	NAFL signature	0.7336733599991002
GSE89632	GSM2385734	Liver aging signature	-1.7914338136807977
GSE89632	GSM2385734	HSC TGF-beta signature	-1.0447349650583568
GSE89632	GSM2385734	Hepatocytes	-0.5808321457813128
GSE89632	GSM2385734	Cholangiocytes	-0.7947698272754393
GSE89632	GSM2385734	B cells	-1.1634288225155842
GSE89632	GSM2385734	CD4 T-cell signature	-0.7515027673445663
GSE89632	GSM2385734	CD8 T-cell signature	-0.26942535580886967
GSE89632	GSM2385734	Endothelial cells	-0.8178799591068093
GSE89632	GSM2385734	Kupffer cells	-0.12386136795415752
GSE89632	GSM2385734	Macrophages	-1.6171890100510604
GSE89632	GSM2385734	Monocytes	-1.2482152912136482
GSE89632	GSM2385734	NK cells	-0.05937778394502583
GSE89632	GSM2385734	CD14+Monocytes	-0.7731672943550745
GSE89632	GSM2385734	CD16+Monocytes	-1.536240840993337
GSE89632	GSM2385734	Macrophages C0	-0.850833209608441
GSE89632	GSM2385734	Macrophages C1	-1.1164024440786111
GSE89632	GSM2385734	Macrophages C2	-1.609454945338104
GSE89632	GSM2385734	Profibrotic Macrophages	-0.4902022453343182
GSE89632	GSM2385735	NASH signature	-0.2632426654227605
GSE89632	GSM2385735	Fibrosis signature	-0.28663082921771343
GSE89632	GSM2385735	NAFL signature	1.2377538661108873
GSE89632	GSM2385735	Liver aging signature	-0.21785978561250907
GSE89632	GSM2385735	HSC TGF-beta signature	-0.7036418627609714
GSE89632	GSM2385735	Hepatocytes	-0.04199313876642779
GSE89632	GSM2385735	Cholangiocytes	-0.4806475218496918
GSE89632	GSM2385735	B cells	-0.47744274685543603
GSE89632	GSM2385735	CD4 T-cell signature	-0.22497025834513623
GSE89632	GSM2385735	CD8 T-cell signature	-0.24771715411651438
GSE89632	GSM2385735	Endothelial cells	-0.944014012237974
GSE89632	GSM2385735	Kupffer cells	-0.1506729603337831
GSE89632	GSM2385735	Macrophages	-0.7826308290335802
GSE89632	GSM2385735	Monocytes	-0.9839342903261832
GSE89632	GSM2385735	NK cells	-0.6029645403025445
GSE89632	GSM2385735	CD14+Monocytes	-0.8539169352453877
GSE89632	GSM2385735	CD16+Monocytes	-0.5727401164510612
GSE89632	GSM2385735	Macrophages C0	-1.0366980365416696
GSE89632	GSM2385735	Macrophages C1	-0.7668588816584637
GSE89632	GSM2385735	Macrophages C2	-0.6604357940497453
GSE89632	GSM2385735	Profibrotic Macrophages	-0.3089662817603084
GSE89632	GSM2385736	NASH signature	-0.03545234572923357
GSE89632	GSM2385736	Fibrosis signature	0.030546112855133138
GSE89632	GSM2385736	NAFL signature	0.5142658199101265
GSE89632	GSM2385736	Liver aging signature	0.10311897190131425
GSE89632	GSM2385736	HSC TGF-beta signature	0.20806761123679673
GSE89632	GSM2385736	Hepatocytes	-0.21573963261207085
GSE89632	GSM2385736	Cholangiocytes	0.14306246290163466
GSE89632	GSM2385736	B cells	-0.09950357289740507
GSE89632	GSM2385736	CD4 T-cell signature	0.7258124753928051
GSE89632	GSM2385736	CD8 T-cell signature	0.6710472052165356
GSE89632	GSM2385736	Endothelial cells	-0.24844141036897324
GSE89632	GSM2385736	Kupffer cells	0.4684043109163671
GSE89632	GSM2385736	Macrophages	0.7212146742675578
GSE89632	GSM2385736	Monocytes	-0.5017325786523357
GSE89632	GSM2385736	NK cells	-0.362517076189834
GSE89632	GSM2385736	CD14+Monocytes	-1.1914494628704733
GSE89632	GSM2385736	CD16+Monocytes	0.2728097297664693
GSE89632	GSM2385736	Macrophages C0	0.520079617193798
GSE89632	GSM2385736	Macrophages C1	0.36904288960383524
GSE89632	GSM2385736	Macrophages C2	0.68500950701314
GSE89632	GSM2385736	Profibrotic Macrophages	2.1666429940480407
GSE89632	GSM2385737	NASH signature	0.29047939149609914
GSE89632	GSM2385737	Fibrosis signature	0.06977154110290511
GSE89632	GSM2385737	NAFL signature	0.8333443000052702
GSE89632	GSM2385737	Liver aging signature	0.21277903531824174
GSE89632	GSM2385737	HSC TGF-beta signature	-0.9592090344648361
GSE89632	GSM2385737	Hepatocytes	-0.32201066587702926
GSE89632	GSM2385737	Cholangiocytes	-0.23998955842286726
GSE89632	GSM2385737	B cells	0.3307812282847727
GSE89632	GSM2385737	CD4 T-cell signature	-0.4939354904050563
GSE89632	GSM2385737	CD8 T-cell signature	-0.22530434202697439
GSE89632	GSM2385737	Endothelial cells	-0.2995221679435594
GSE89632	GSM2385737	Kupffer cells	-0.21080547731669885
GSE89632	GSM2385737	Macrophages	0.07953265352345391
GSE89632	GSM2385737	Monocytes	0.15977286987093703
GSE89632	GSM2385737	NK cells	0.15629011022516112
GSE89632	GSM2385737	CD14+Monocytes	0.45547517647050473
GSE89632	GSM2385737	CD16+Monocytes	0.3410395000381019
GSE89632	GSM2385737	Macrophages C0	0.45204232494018415
GSE89632	GSM2385737	Macrophages C1	-0.9251045233483055
GSE89632	GSM2385737	Macrophages C2	-0.22494628114237472
GSE89632	GSM2385737	Profibrotic Macrophages	-0.062229556930367594
GSE89632	GSM2385738	NASH signature	-0.7762537271714274
GSE89632	GSM2385738	Fibrosis signature	-0.35498223116312727
GSE89632	GSM2385738	NAFL signature	0.5842169479092049
GSE89632	GSM2385738	Liver aging signature	-0.2534172765963229
GSE89632	GSM2385738	HSC TGF-beta signature	1.2327418070707528
GSE89632	GSM2385738	Hepatocytes	-0.2599023530816632
GSE89632	GSM2385738	Cholangiocytes	0.18114945056020942
GSE89632	GSM2385738	B cells	0.11046179225532145
GSE89632	GSM2385738	CD4 T-cell signature	0.48335685799314254
GSE89632	GSM2385738	CD8 T-cell signature	1.0123292174850762
GSE89632	GSM2385738	Endothelial cells	0.03897625946277685
GSE89632	GSM2385738	Kupffer cells	1.4804048672807404
GSE89632	GSM2385738	Macrophages	0.8803113110344144
GSE89632	GSM2385738	Monocytes	0.7279006008029908
GSE89632	GSM2385738	NK cells	1.7785226197702042
GSE89632	GSM2385738	CD14+Monocytes	0.30494624982439367
GSE89632	GSM2385738	CD16+Monocytes	1.7177007714198709
GSE89632	GSM2385738	Macrophages C0	1.1295675302691461
GSE89632	GSM2385738	Macrophages C1	0.7588746433159643
GSE89632	GSM2385738	Macrophages C2	-0.3715194021251788
GSE89632	GSM2385738	Profibrotic Macrophages	-0.4267470541991246
GSE89632	GSM2385739	NASH signature	0.6713098959524147
GSE89632	GSM2385739	Fibrosis signature	0.7081552582533791
GSE89632	GSM2385739	NAFL signature	0.6820043218132292
GSE89632	GSM2385739	Liver aging signature	1.6761609918688527
GSE89632	GSM2385739	HSC TGF-beta signature	0.036037366557094525
GSE89632	GSM2385739	Hepatocytes	0.09732726316513256
GSE89632	GSM2385739	Cholangiocytes	0.6247449419828434
GSE89632	GSM2385739	B cells	1.227432765929408
GSE89632	GSM2385739	CD4 T-cell signature	1.220278439355778
GSE89632	GSM2385739	CD8 T-cell signature	1.0382120422854881
GSE89632	GSM2385739	Endothelial cells	-0.06136164773198399
GSE89632	GSM2385739	Kupffer cells	0.7958530086667847
GSE89632	GSM2385739	Macrophages	1.1341080685653047
GSE89632	GSM2385739	Monocytes	1.1379174315922085
GSE89632	GSM2385739	NK cells	0.8191368977176213
GSE89632	GSM2385739	CD14+Monocytes	0.5201050263194688
GSE89632	GSM2385739	CD16+Monocytes	1.3139092929492138
GSE89632	GSM2385739	Macrophages C0	0.925084658725982
GSE89632	GSM2385739	Macrophages C1	0.6999633525415071
GSE89632	GSM2385739	Macrophages C2	1.4426890451856862
GSE89632	GSM2385739	Profibrotic Macrophages	1.0763085506189756
GSE89632	GSM2385740	NASH signature	-1.041095462835849
GSE89632	GSM2385740	Fibrosis signature	-1.193168763917034
GSE89632	GSM2385740	NAFL signature	0.22126321906848678
GSE89632	GSM2385740	Liver aging signature	-0.8782078813956342
GSE89632	GSM2385740	HSC TGF-beta signature	-0.8526528845436889
GSE89632	GSM2385740	Hepatocytes	0.30257051713668387
GSE89632	GSM2385740	Cholangiocytes	-1.0939097069852763
GSE89632	GSM2385740	B cells	-0.5601762831494095
GSE89632	GSM2385740	CD4 T-cell signature	-0.7502427019552058
GSE89632	GSM2385740	CD8 T-cell signature	-0.0394166296578226
GSE89632	GSM2385740	Endothelial cells	-1.106700519743607
GSE89632	GSM2385740	Kupffer cells	-0.4828817568670751
GSE89632	GSM2385740	Macrophages	-1.3851544403621707
GSE89632	GSM2385740	Monocytes	-1.2371416244975613
GSE89632	GSM2385740	NK cells	-0.09851468134543158
GSE89632	GSM2385740	CD14+Monocytes	-0.8626032265732181
GSE89632	GSM2385740	CD16+Monocytes	-2.141823969455795
GSE89632	GSM2385740	Macrophages C0	-1.4737348591599204
GSE89632	GSM2385740	Macrophages C1	-0.6237739410084024
GSE89632	GSM2385740	Macrophages C2	-1.0755973258996678
GSE89632	GSM2385740	Profibrotic Macrophages	-0.8853187102463907
GSE89632	GSM2385741	NASH signature	2.560675732030508
GSE89632	GSM2385741	Fibrosis signature	2.6174854789122186
GSE89632	GSM2385741	NAFL signature	0.860506335582781
GSE89632	GSM2385741	Liver aging signature	1.0191910531263417
GSE89632	GSM2385741	HSC TGF-beta signature	1.4581533580758095
GSE89632	GSM2385741	Hepatocytes	0.14065758662995534
GSE89632	GSM2385741	Cholangiocytes	2.179693304121895
GSE89632	GSM2385741	B cells	0.5626064971364232
GSE89632	GSM2385741	CD4 T-cell signature	1.8367081928203737
GSE89632	GSM2385741	CD8 T-cell signature	1.4366729554757693
GSE89632	GSM2385741	Endothelial cells	0.9344686401342939
GSE89632	GSM2385741	Kupffer cells	0.01247076234460638
GSE89632	GSM2385741	Macrophages	0.7729613757418877
GSE89632	GSM2385741	Monocytes	0.2540682166708284
GSE89632	GSM2385741	NK cells	1.5323283963613665
GSE89632	GSM2385741	CD14+Monocytes	0.5976867276160822
GSE89632	GSM2385741	CD16+Monocytes	0.7462227965616991
GSE89632	GSM2385741	Macrophages C0	0.8586421155758411
GSE89632	GSM2385741	Macrophages C1	1.4806528395531098
GSE89632	GSM2385741	Macrophages C2	1.4317289199292167
GSE89632	GSM2385741	Profibrotic Macrophages	1.2794418660803617
GSE89632	GSM2385742	NASH signature	-0.10556631398639807
GSE89632	GSM2385742	Fibrosis signature	0.1553502224608485
GSE89632	GSM2385742	NAFL signature	0.92242353757816
GSE89632	GSM2385742	Liver aging signature	-0.4726881453545099
GSE89632	GSM2385742	HSC TGF-beta signature	-0.799181516027557
GSE89632	GSM2385742	Hepatocytes	0.1698998006351365
GSE89632	GSM2385742	Cholangiocytes	0.209628569793708
GSE89632	GSM2385742	B cells	-0.8834884122582296
GSE89632	GSM2385742	CD4 T-cell signature	0.3479470972755114
GSE89632	GSM2385742	CD8 T-cell signature	0.13384779076055556
GSE89632	GSM2385742	Endothelial cells	0.24852490704587643
GSE89632	GSM2385742	Kupffer cells	-0.07995992850134638
GSE89632	GSM2385742	Macrophages	-0.5811662253971517
GSE89632	GSM2385742	Monocytes	-0.8713396997087721
GSE89632	GSM2385742	NK cells	0.04746409515245686
GSE89632	GSM2385742	CD14+Monocytes	-0.3632416702325729
