atlas_dataset_id	gene	cell_type	n_cells	mean_expr	pct_expr
GSE115469	POLRMT	Hepatocyte 3	629	0.055700433273194135	0.02384737678855326
GSE115469	POLRMT	Hepatocyte 4	603	0.1561739476363655	0.0845771144278607
GSE115469	POLRMT	Hepatocyte 5	202	0.10142179652310834	0.1782178217821782
GSE115469	POLRMT	Hepatocyte 6	152	0.014265672156685278	0.006578947368421052
GSE115469	POLRMT	Inflammatory Macrophage	813	0.03031287684138557	0.028290282902829027
GSE115469	POLRMT	Mature B Cells	129	0.06196839541427849	0.031007751937984496
GSE115469	POLRMT	NK-like Cells	488	0.038876374236872936	0.02663934426229508
GSE115469	POLRMT	Non-inflammatory Macrophage	379	0.015846248588335547	0.0158311345646438
GSE115469	POLRMT	Periportal LSECs	327	0.0195702463388443	0.03058103975535168
GSE115469	POLRMT	Plasma Cells	511	0.03630343280047353	0.03718199608610567
GSE115469	POLRMT	Portal endothelial Cells	211	0.012794393339852021	0.018957345971563982
GSE115469	POLRMT	alpha-beta T Cells	961	0.05948464288671853	0.03537981269510926
GSE115469	POLRMT	gamma-delta T Cells 1	464	0.04830838367342949	0.02586206896551724
GSE115469	POLRMT	gamma-delta T Cells 2	105	0.01855401226452419	0.02857142857142857
GSE115469	C3	Central venous LSECs	306	0.34514842489186454	0.21895424836601307
GSE115469	C3	Cholangiocytes	119	1.4703706188612626	0.8739495798319328
GSE115469	C3	Erythroid Cells	93	1.9745483994483948	0.4946236559139785
GSE115469	C3	Hepatic Stellate Cells	37	0.5137132925761713	0.32432432432432434
GSE115469	C3	Hepatocyte 1	1006	3.48874397626217	0.9870775347912525
GSE115469	C3	Hepatocyte 2	909	3.177272619456217	0.988998899889989
GSE115469	C3	Hepatocyte 3	629	5.396853173669836	0.9984101748807631
GSE115469	C3	Hepatocyte 4	603	5.039834286640731	0.9950248756218906
GSE115469	C3	Hepatocyte 5	202	5.064663672211147	0.9900990099009901
GSE115469	C3	Hepatocyte 6	152	1.4800016648675267	0.40131578947368424
GSE115469	C3	Inflammatory Macrophage	813	0.48832879399681445	0.2890528905289053
GSE115469	C3	Mature B Cells	129	0.7279326407484306	0.3488372093023256
GSE115469	C3	NK-like Cells	488	0.4107113625915324	0.26229508196721313
GSE115469	C3	Non-inflammatory Macrophage	379	0.6844794315367072	0.37730870712401055
GSE115469	C3	Periportal LSECs	327	0.46210570446577276	0.39143730886850153
GSE115469	C3	Plasma Cells	511	1.130336993856906	0.5499021526418787
GSE115469	C3	Portal endothelial Cells	211	0.32332298943499255	0.3080568720379147
GSE115469	C3	alpha-beta T Cells	961	0.47792171126349786	0.2559833506763788
GSE115469	C3	gamma-delta T Cells 1	464	0.5898291150043751	0.27370689655172414
GSE115469	C3	gamma-delta T Cells 2	105	0.24039490407421477	0.2857142857142857
GSE115469	ADAMTS10	Central venous LSECs	306	0.011556824632719452	0.013071895424836602
GSE115469	ADAMTS10	Cholangiocytes	119	0.015066754166819468	0.025210084033613446
GSE115469	ADAMTS10	Erythroid Cells	93	0.0	0.0
GSE115469	ADAMTS10	Hepatic Stellate Cells	37	0.022543564438819885	0.05405405405405406
GSE115469	ADAMTS10	Hepatocyte 1	1006	0.00019645405040820597	0.0009940357852882703
GSE115469	ADAMTS10	Hepatocyte 2	909	0.0037863569291117956	0.0044004400440044
GSE115469	ADAMTS10	Hepatocyte 3	629	0.03034027468039993	0.00794912559618442
GSE115469	ADAMTS10	Hepatocyte 4	603	0.0064791336186094265	0.003316749585406302
GSE115469	ADAMTS10	Hepatocyte 5	202	0.009925298761613298	0.0297029702970297
GSE115469	ADAMTS10	Hepatocyte 6	152	0.0	0.0
GSE115469	ADAMTS10	Inflammatory Macrophage	813	0.0058596023114404995	0.008610086100861008
GSE115469	ADAMTS10	Mature B Cells	129	0.0	0.0
GSE115469	ADAMTS10	NK-like Cells	488	0.027124887362855378	0.018442622950819672
GSE115469	ADAMTS10	Non-inflammatory Macrophage	379	0.013323769563106245	0.0079155672823219
GSE115469	ADAMTS10	Periportal LSECs	327	0.02729325620770819	0.039755351681957186
GSE115469	ADAMTS10	Plasma Cells	511	0.0	0.0
GSE115469	ADAMTS10	Portal endothelial Cells	211	0.051232982850611494	0.04739336492890995
GSE115469	ADAMTS10	alpha-beta T Cells	961	0.01088843769883266	0.004162330905306972
GSE115469	ADAMTS10	gamma-delta T Cells 1	464	0.01732974037014205	0.01293103448275862
GSE115469	ADAMTS10	gamma-delta T Cells 2	105	0.003950620832897368	0.009523809523809525
GSE115469	HPN	Central venous LSECs	306	0.026474260037241418	0.029411764705882353
GSE115469	HPN	Cholangiocytes	119	0.1458545042311444	0.2184873949579832
GSE115469	HPN	Erythroid Cells	93	0.15847742044797508	0.043010752688172046
GSE115469	HPN	Hepatic Stellate Cells	37	0.021690486250696955	0.02702702702702703
GSE115469	HPN	Hepatocyte 1	1006	1.0760497824986934	0.7147117296222664
GSE115469	HPN	Hepatocyte 2	909	0.9884255501237771	0.6864686468646864
GSE115469	HPN	Hepatocyte 3	629	1.3228351976988995	0.5071542130365659
GSE115469	HPN	Hepatocyte 4	603	1.514465742739872	0.6318407960199005
GSE115469	HPN	Hepatocyte 5	202	1.3115898636308048	0.8415841584158416
GSE115469	HPN	Hepatocyte 6	152	0.6690445620762674	0.25
GSE115469	HPN	Inflammatory Macrophage	813	0.030676167398727836	0.02214022140221402
GSE115469	HPN	Mature B Cells	129	0.06789630512858547	0.031007751937984496
GSE115469	HPN	NK-like Cells	488	0.023395664623526276	0.018442622950819672
GSE115469	HPN	Non-inflammatory Macrophage	379	0.044186966636250075	0.03430079155672823
GSE115469	HPN	Periportal LSECs	327	0.04385454328417413	0.04892966360856269
GSE115469	HPN	Plasma Cells	511	0.08881941382315761	0.04892367906066536
GSE115469	HPN	Portal endothelial Cells	211	0.03311972902708144	0.04265402843601896
GSE115469	HPN	alpha-beta T Cells	961	0.038687630635022376	0.022892819979188347
GSE115469	HPN	gamma-delta T Cells 1	464	0.026424491456870376	0.015086206896551725
GSE115469	HPN	gamma-delta T Cells 2	105	0.0019266829604194279	0.009523809523809525
GSE115469	CYP2A6	Central venous LSECs	306	0.037545303893245126	0.026143790849673203
GSE115469	CYP2A6	Cholangiocytes	119	0.008707566672012586	0.03361344537815126
GSE115469	CYP2A6	Erythroid Cells	93	0.15581626533180154	0.043010752688172046
GSE115469	CYP2A6	Hepatic Stellate Cells	37	0.12180093816808753	0.02702702702702703
GSE115469	CYP2A6	Hepatocyte 1	1006	0.6668116232272882	0.4572564612326044
GSE115469	CYP2A6	Hepatocyte 2	909	0.5116736077436126	0.40264026402640263
GSE115469	CYP2A6	Hepatocyte 3	629	0.046213708355999146	0.017488076311605722
GSE115469	CYP2A6	Hepatocyte 4	603	1.0661819121533167	0.44776119402985076
GSE115469	CYP2A6	Hepatocyte 5	202	2.555508185509998	0.9455445544554455
GSE115469	CYP2A6	Hepatocyte 6	152	0.5713724152822244	0.17763157894736842
GSE115469	CYP2A6	Inflammatory Macrophage	813	0.04638012488536436	0.03444034440344403
GSE115469	CYP2A6	Mature B Cells	129	0.04328482187995615	0.023255813953488372
GSE115469	CYP2A6	NK-like Cells	488	0.06380752486283661	0.0430327868852459
GSE115469	CYP2A6	Non-inflammatory Macrophage	379	0.07447558578526439	0.044854881266490766
GSE115469	CYP2A6	Periportal LSECs	327	0.012584945112922505	0.01529051987767584
GSE115469	CYP2A6	Plasma Cells	511	0.031721334736757784	0.03522504892367906
GSE115469	CYP2A6	Portal endothelial Cells	211	0.05903280911287425	0.061611374407582936
GSE115469	CYP2A6	alpha-beta T Cells	961	0.058240940804039895	0.04058272632674298
GSE115469	CYP2A6	gamma-delta T Cells 1	464	0.06836382004207578	0.040948275862068964
GSE115469	CYP2A6	gamma-delta T Cells 2	105	0.019605118320101783	0.0380952380952381
GSE115469	TGFB1	Central venous LSECs	306	0.20886575825074138	0.21568627450980393
GSE115469	TGFB1	Cholangiocytes	119	0.007817494017737252	0.025210084033613446
GSE115469	TGFB1	Erythroid Cells	93	0.017184584371505246	0.010752688172043012
GSE115469	TGFB1	Hepatic Stellate Cells	37	0.1424028655967197	0.21621621621621623
GSE115469	TGFB1	Hepatocyte 1	1006	0.004808777013782479	0.004970178926441352
GSE115469	TGFB1	Hepatocyte 2	909	0.003968489773333794	0.0044004400440044
GSE115469	TGFB1	Hepatocyte 3	629	0.014560026281020221	0.006359300476947536
GSE115469	TGFB1	Hepatocyte 4	603	0.012706451748141008	0.008291873963515755
GSE115469	TGFB1	Hepatocyte 5	202	0.01771327056507073	0.034653465346534656
GSE115469	TGFB1	Hepatocyte 6	152	0.0	0.0
GSE115469	TGFB1	Inflammatory Macrophage	813	0.3857009515239597	0.3075030750307503
GSE115469	TGFB1	Mature B Cells	129	0.23254774845847787	0.12403100775193798
GSE115469	TGFB1	NK-like Cells	488	0.4874100313812006	0.3176229508196721
GSE115469	TGFB1	Non-inflammatory Macrophage	379	0.323690223662394	0.3087071240105541
GSE115469	TGFB1	Periportal LSECs	327	0.20302090126257788	0.25076452599388377
GSE115469	TGFB1	Plasma Cells	511	0.1457419468640348	0.12133072407045009
GSE115469	TGFB1	Portal endothelial Cells	211	0.27894780541200775	0.2843601895734597
GSE115469	TGFB1	alpha-beta T Cells	961	0.362060308580468	0.22372528616024975
GSE115469	TGFB1	gamma-delta T Cells 1	464	0.6456242788197666	0.3297413793103448
GSE115469	TGFB1	gamma-delta T Cells 2	105	0.2825000219401859	0.47619047619047616
GSE115469	APOE	Central venous LSECs	306	0.5513355625805512	0.3627450980392157
GSE115469	APOE	Cholangiocytes	119	0.8015789179240956	0.6470588235294118
GSE115469	APOE	Erythroid Cells	93	2.8430728700853165	0.6236559139784946
GSE115469	APOE	Hepatic Stellate Cells	37	1.0182925462722778	0.7297297297297297
GSE115469	APOE	Hepatocyte 1	1006	5.416801697691203	1.0
GSE115469	APOE	Hepatocyte 2	909	3.577937920888265	0.9922992299229924
GSE115469	APOE	Hepatocyte 3	629	5.700909575710994	0.9952305246422893
GSE115469	APOE	Hepatocyte 4	603	5.217322515215645	0.9966832504145937
GSE115469	APOE	Hepatocyte 5	202	5.506401153484194	1.0
GSE115469	APOE	Hepatocyte 6	152	6.0932868613224285	0.9276315789473685
GSE115469	APOE	Inflammatory Macrophage	813	1.083341953086897	0.4797047970479705
GSE115469	APOE	Mature B Cells	129	0.7256562208482461	0.3488372093023256
GSE115469	APOE	NK-like Cells	488	0.7402805482022098	0.44672131147540983
GSE115469	APOE	Non-inflammatory Macrophage	379	1.6347135309336367	0.7150395778364116
GSE115469	APOE	Periportal LSECs	327	0.5444470916045915	0.4617737003058104
GSE115469	APOE	Plasma Cells	511	0.7666057313550009	0.4383561643835616
GSE115469	APOE	Portal endothelial Cells	211	0.6099522864331284	0.46919431279620855
GSE115469	APOE	alpha-beta T Cells	961	0.7689430153890902	0.4099895941727367
GSE115469	APOE	gamma-delta T Cells 1	464	0.8880948886789125	0.40301724137931033
GSE115469	APOE	gamma-delta T Cells 2	105	0.5290119737386704	0.5523809523809524
GSE115469	SLC27A5	Central venous LSECs	306	0.04874039903964872	0.05228758169934641
GSE115469	SLC27A5	Cholangiocytes	119	0.07656885282833036	0.11764705882352941
GSE115469	SLC27A5	Erythroid Cells	93	0.13134869452445738	0.043010752688172046
GSE115469	SLC27A5	Hepatic Stellate Cells	37	0.17707554069725243	0.08108108108108109
GSE115469	SLC27A5	Hepatocyte 1	1006	1.2000393446823712	0.7594433399602386
GSE115469	SLC27A5	Hepatocyte 2	909	0.9557460214045181	0.6787678767876788
GSE115469	SLC27A5	Hepatocyte 3	629	0.9429967482063464	0.35930047694753575
GSE115469	SLC27A5	Hepatocyte 4	603	1.834406674303621	0.7479270315091211
GSE115469	SLC27A5	Hepatocyte 5	202	1.4231194917960923	0.8762376237623762
GSE115469	SLC27A5	Hepatocyte 6	152	0.359196527223838	0.1118421052631579
GSE115469	SLC27A5	Inflammatory Macrophage	813	0.05945797106949899	0.04797047970479705
GSE115469	SLC27A5	Mature B Cells	129	0.10011936897455259	0.06976744186046512
GSE115469	SLC27A5	NK-like Cells	488	0.09928757733986025	0.06967213114754098
GSE115469	SLC27A5	Non-inflammatory Macrophage	379	0.08309723731710288	0.052770448548812667
GSE115469	SLC27A5	Periportal LSECs	327	0.04921149182210275	0.07033639143730887
GSE115469	SLC27A5	Plasma Cells	511	0.06396479091065738	0.06262230919765166
GSE115469	SLC27A5	Portal endothelial Cells	211	0.08716770529888253	0.0947867298578199
GSE115469	SLC27A5	alpha-beta T Cells	961	0.08074666096070059	0.04994797086368366
GSE115469	SLC27A5	gamma-delta T Cells 1	464	0.0733074652480668	0.040948275862068964
GSE115469	SLC27A5	gamma-delta T Cells 2	105	0.056064479975473314	0.08571428571428572
GSE115469	GGT5	Central venous LSECs	306	0.05616498120080412	0.042483660130718956
GSE115469	GGT5	Cholangiocytes	119	0.0	0.0
GSE115469	GGT5	Erythroid Cells	93	0.021743023267356297	0.010752688172043012
GSE115469	GGT5	Hepatic Stellate Cells	37	0.761229250882123	0.6486486486486487
GSE115469	GGT5	Hepatocyte 1	1006	0.0016290587530458423	0.0019880715705765406
GSE115469	GGT5	Hepatocyte 2	909	0.0	0.0
GSE115469	GGT5	Hepatocyte 3	629	0.0	0.0
GSE115469	GGT5	Hepatocyte 4	603	0.0	0.0
GSE115469	GGT5	Hepatocyte 5	202	0.0	0.0
GSE115469	GGT5	Hepatocyte 6	152	0.0	0.0
GSE115469	GGT5	Inflammatory Macrophage	813	0.005477477556958263	0.0036900369003690036
GSE115469	GGT5	Mature B Cells	129	0.0	0.0
GSE115469	GGT5	NK-like Cells	488	0.0	0.0
GSE115469	GGT5	Non-inflammatory Macrophage	379	0.0011395261595934865	0.002638522427440633
GSE115469	GGT5	Periportal LSECs	327	0.015458540358674635	0.024464831804281346
GSE115469	GGT5	Plasma Cells	511	0.0012847421920462831	0.0019569471624266144
GSE115469	GGT5	Portal endothelial Cells	211	0.031190050368625405	0.061611374407582936
GSE115469	GGT5	alpha-beta T Cells	961	0.0042039535544293235	0.003121748178980229
GSE115469	GGT5	gamma-delta T Cells 1	464	0.003794586607094469	0.0021551724137931034
GSE115469	GGT5	gamma-delta T Cells 2	105	0.004174489066714332	0.009523809523809525
GSE115469	TIMP3	Central venous LSECs	306	1.7842861028278576	0.8660130718954249
GSE115469	TIMP3	Cholangiocytes	119	0.035320404322207476	0.058823529411764705
GSE115469	TIMP3	Erythroid Cells	93	0.14383242848098918	0.043010752688172046
GSE115469	TIMP3	Hepatic Stellate Cells	37	1.1629870477560404	0.7567567567567568
GSE115469	TIMP3	Hepatocyte 1	1006	0.26702912024427833	0.24453280318091453
GSE115469	TIMP3	Hepatocyte 2	909	0.3535234815019979	0.2915291529152915
GSE115469	TIMP3	Hepatocyte 3	629	0.13771260353264256	0.058823529411764705
GSE115469	TIMP3	Hepatocyte 4	603	0.41767945238211457	0.20066334991708126
GSE115469	TIMP3	Hepatocyte 5	202	0.23654883465554455	0.3217821782178218
GSE115469	TIMP3	Hepatocyte 6	152	0.13274161635260834	0.046052631578947366
GSE115469	TIMP3	Inflammatory Macrophage	813	0.09266058068727069	0.06396063960639606
GSE115469	TIMP3	Mature B Cells	129	0.05721071524213451	0.023255813953488372
GSE115469	TIMP3	NK-like Cells	488	0.04984239244558772	0.03483606557377049
GSE115469	TIMP3	Non-inflammatory Macrophage	379	0.09686621245104908	0.06596306068601583
GSE115469	TIMP3	Periportal LSECs	327	1.174778363573442	0.72782874617737
GSE115469	TIMP3	Plasma Cells	511	0.09563736604442802	0.06262230919765166
GSE115469	TIMP3	Portal endothelial Cells	211	2.3544464283644873	0.9478672985781991
GSE115469	TIMP3	alpha-beta T Cells	961	0.03832472291746943	0.02809573361082206
GSE115469	TIMP3	gamma-delta T Cells 1	464	0.01688126269085654	0.008620689655172414
GSE115469	TIMP3	gamma-delta T Cells 2	105	0.011633588160787309	0.02857142857142857
GSE115469	COL18A1	Central venous LSECs	306	0.254326027884982	0.23202614379084968
GSE115469	COL18A1	Cholangiocytes	119	0.17110035612302668	0.2857142857142857
GSE115469	COL18A1	Erythroid Cells	93	0.23711546133923275	0.07526881720430108
GSE115469	COL18A1	Hepatic Stellate Cells	37	0.3806319824747137	0.35135135135135137
GSE115469	COL18A1	Hepatocyte 1	1006	1.0729134816298664	0.7107355864811133
GSE115469	COL18A1	Hepatocyte 2	909	1.115107233178104	0.7414741474147415
GSE115469	COL18A1	Hepatocyte 3	629	1.1700208880753509	0.43879173290937995
GSE115469	COL18A1	Hepatocyte 4	603	2.046316324577205	0.7678275290215588
GSE115469	COL18A1	Hepatocyte 5	202	1.2843190146112207	0.8366336633663366
GSE115469	COL18A1	Hepatocyte 6	152	0.19777741792954898	0.07894736842105263
GSE115469	COL18A1	Inflammatory Macrophage	813	0.052053438643907705	0.03567035670356704
GSE115469	COL18A1	Mature B Cells	129	0.029759929623714713	0.023255813953488372
GSE115469	COL18A1	NK-like Cells	488	0.023803406318680186	0.018442622950819672
GSE115469	COL18A1	Non-inflammatory Macrophage	379	0.058331043943566196	0.036939313984168866
GSE115469	COL18A1	Periportal LSECs	327	0.22288138061670718	0.23547400611620795
GSE115469	COL18A1	Plasma Cells	511	0.05745675331692406	0.03913894324853229
GSE115469	COL18A1	Portal endothelial Cells	211	0.15261399371646592	0.17535545023696683
GSE115469	COL18A1	alpha-beta T Cells	961	0.037004160149164425	0.023933402705515087
GSE115469	COL18A1	gamma-delta T Cells 1	464	0.05578844005177761	0.028017241379310345
GSE115469	COL18A1	gamma-delta T Cells 2	105	0.02559549765927451	0.047619047619047616
